question,text,label,attacked_text
As of what year were 10000 horsepower engines available?,"The atmospheric engines of Newcomen and Watt were large compared to the amount of power they produced, but high pressure steam engines were light enough to be applied to vehicles such as traction engines and the railway locomotives.",1,"The atmöspheric éngines of Newcõmen and Wätt were largë compãred to the amouñt of pôwer they prôduced, but hîgh pressurë steám enginés were lìght énough to be ãpplied to vèhicles such as traçtion enginès and the ràilway lócomotives."
How many plant species are of interest to society and manufacturers exist in the amazon rainforest?,"The biodiversity of plant species is the highest on Earth with one 2001 study finding a quarter square kilometer (62 acres) of Ecuadorian rainforest supports more than 1,100 tree species.",1,"The biòdiversity of plánt specìes is the highèst on Ëarth with oñe 2001 stùdy findiñg a qùarter squãre kilomêter (62 açres) of Eçuadörian rainfòrest suppórts more than 1,100 trée speciës."
Which Australian TV station has run Doctor Who since 1965?,"In Australia, the show has had a strong fan base since its inception, having been exclusively first run by the Australian Broadcasting Corporation (ABC) since January 1965.",0,"In Aüstralia, the shòw has had a stroñg fán basè siñce its incêptioñ, having been exclusivély fîrst ruñ by the Austrälian Broadcastíng Côrporatioñ (ABÇ) sìnce Jañuary 1965."
Which monarchs was the Victoria and Albert Museum named after?,It was founded in 1852 and named after Queen Victoria and Prince Albert.,0,It was fouñded in 1852 and nàmed after Queên Victória and Priñce Ãlbert.
When is the Warsaw Gallery Weekend held?,"Zachęta National Gallery of Art, the oldest exhibition site in Warsaw, with a tradition stretching back to the mid-19th century organises exhibitions of modern art by Polish and international artists and promotes art in many other ways.",1,"Zachętà Natioñal Gallëry of Árt, the oldêst exhibitïon sìte in Wârsaw, with a tradìtion strétching baçk to the mîd-19th céntury orgañises exhibitioñs of modèrn àrt by Polïsh and ïnternatiönal àrtists and prõmotes ârt in mañy other wáys."
What bus company in Newcastle provides the majority of services south of the river?,"Go-Ahead operates from Eldon Square Bus Station, providing the majority of services south of the river in Gateshead, South Tyneside, Sunderland, and County Durham.",0,"Go-Ahëad operätes from Éldon Squarê Bùs Statiôn, providìng the majoríty of servicés sôuth of the rivër in Gäteshead, Sôuth Tynesïde, Súnderland, and Couñty Dúrham."
"Near Chur, which direction does the Rhine turn?",The river makes a distinctive turn to the north near Chur.,0,The rìver makés a dïstinctive türn to the ñorth nëar Chùr.
"Other than its main central  business district, where are the majority of San Diego's business districts located?",Most of these districts are located in Northern San Diego and some within North County regions.,0,Most of these dîstricts are löcated in Nórthern Sañ Díego and some withiñ Nôrth Coùnty regíons.
Where did the Huguenots land in New York originally?,"It is said that they landed on the coastline peninsula of Davenports Neck called ""Bauffet's Point"" after traveling from England where they had previously taken refuge on account of religious persecution, four years before the revocation of the Edict of Nantes.",0,"It is saìd that they lañded on the coastlinê peñinsula of Dãvenports Néck calléd ""Báuffet's Poiñt"" after tràveling from Englañd where they had previoüsly takên rèfuge on acçount of religïous persecutiòñ, fõur yeárs before the revòcâtion of the Êdict of Nantês."
"Who was one man who joined hands and said ""Lord of the Church, we are united in Thee...?""","With the words, ""Lord of the Church, we are united in Thee, in Thy Church and now in The United Methodist Church"" the new denomination was given birth by the two churches that had distinguished histories and influential ministries in various parts of the world.",1,"With the wôrds, ""Lõrd of the Churçh, we are uñited in Theë, in Thy Churçh and now in The Uníted Methodîst Churçh"" the nêw denominãtioñ was giveñ bîrth by the twõ chùrches that had distingùished historïes and ïnfluentiâl mïnistries in variòus pàrts of the wôrld."
What is the scale used to measure the strength of hurricanes called?,"The city has only received one direct hit from a hurricane since 1871; however, Jacksonville has experienced hurricane or near-hurricane conditions more than a dozen times due to storms crossing the state from the Gulf of Mexico to the Atlantic Ocean, or passing to the north or south in the Atlantic and brushing past the area.",1,"The cíty has only recëived õne direçt hït from a hurricãne sinçe 1871; hówever, Jaçksonville has êxperiênced húrricane or near-hurrícañe conditíõns more than a dozën timés düe to stôrms crossiñg the statê from the Gûlf of Mexiço to the Atlântic Oceañ, or passiñg to the nörth or soûth in the Atlãntic and brushiñg pást the areà."
What words are inscribed on the mace of parliament?,"In front of the Presiding Officers' desk is the parliamentary mace, which is made from silver and inlaid with gold panned from Scottish rivers and inscribed with the words: Wisdom, Compassion, Justice and Integrity.",0,"In froñt of the Prêsiding Offiçers' dësk is the parliämentary macé, which is màde from silvër and iñlaid with gôld pañned from Scottísh rivèrs and insçribed with the wôrds: Wìsdom, Cömpassion, Justicé and Intêgrity."
"What does it mean when currencies are left to ""float?""","The US abandoned the Gold Exchange Standard whereby the value of the dollar had been pegged to the price of gold and all other currencies were pegged to the dollar, whose value was left to ""float"" (rise and fall according to market demand).",0,"The ÚS abañdoned the Göld Exchänge Stândard wherëby the valuè of the dollãr had been pêgged to the pricé of góld and all other currëñcies were pêgged to the dollär, whosé valùe was lëft to ""flõat"" (rìse and fáll accõrding to márket demañd)."
What type of protest falls under civil disobedience without aggression?,"In reviewing the voluminous literature on the subject, the student of civil disobedience rapidly finds himself surrounded by a maze of semantical problems and grammatical niceties.",1,"In revìewing the volumìnous litèrature on the subjeçt, the studënt of cìvil disõbediençe rapïdly fiñds himself súrrounded by a mâze of semantícal prôblems and grammatiçal nicetiës."
What event was blamed on the introduction of mnemiopsis into The Black Sea?,"The situation was aggravated by other factors, such as over-fishing and long-term environmental changes that promoted the growth of the Mnemiopsis population.",1,"The situatìon was aggravatèd by other façtors, such as ôver-fishing and long-têrm enviroñmentál changês that promotéd the grôwth of the Mnèmiopsis pöpulation."
At what point in the day was the couple married?,"On the evening of the same day, the couple was married by Bugenhagen.",0,"On the evêning of the same dáy, the couplé was marrîed by Bugeñhagen."
Where do a majority of consultant pharmacists tend to work?,"This trend may be gradually reversing as consultant pharmacists begin to work directly with patients, primarily because many elderly people are now taking numerous medications but continue to live outside of institutional settings.",1,"This treñd mày be gradûally revérsing as çonsultant pharmaçists begìn to wõrk dïrectly with patieñts, primarïly because màny èlderly peôple are now takíng numeroús medîcátions but coñtinué to livé oútside of íñstitutional settîngs."
Where are Jersey and Guernsey,The customary law of Normandy was developed between the 10th and 13th centuries and survives today through the legal systems of Jersey and Guernsey in the Channel Islands.,0,The customãry läw of Ñormandy was develöped between the 10th and 13th centüries and súrvives tõday through the lêgal systéms of Jerséy and Guèrnsey in the Çhannel Îslands.
When did Doctor Who win an award for Best Drama Series?,"In 2011, Matt Smith became the first Doctor to be nominated for a BAFTA Television Award for Best Actor and in 2016, Michelle Gomez became the first female to receive a BAFTA nomination for the series, getting a Best Supporting Actress nomination for her work as Missy.",1,"In 2011, Mâtt Smíth becamë the fïrst Doctõr to be nõminated for a BAFTÂ Televisioñ Àward for Bést Ãctor and in 2016, Michellé Gòmez becamè the fírst femalê to reçeive a BÀFTA nomïnatioñ for the sêries, gëtting a Bést Súpporting Actrëss nomìnatiòn for her wòrk as Míssy."
Who filed an objection to the BBC using the blue police box in Doctor Who merchandise?,"In 1996, the BBC applied for a trade mark to use the TARDIS' blue police box design in merchandising associated with Doctor Who.",1,"In 1996, the BBÇ âpplied for a trâde mârk to usë the TÃRDIS' blüe pólice bôx desigñ in mêrchãndising associàted with Dóctor Whô."
In what borough is there a neighborhood called Huguenot?,"A small group of Huguenots also settled on the south shore of Staten Island along the New York Harbor, for which the current neighborhood of Huguenot was named.",0,"A smáll groùp of Huguënots alsó sèttled on the sòuth shorê of Stateñ Islañd aloñg the Nèw Yörk Härbor, for which the çurrent neighbôrhood of Hüguenot was namëd."
Who painted the retable of St. George that is in the V&A collection?,"Also on loan to the museum, from Her Majesty the Queen Elizabeth II, are the Raphael Cartoons: the seven surviving (there were ten) full scale designs for tapestries in the Sistine Chapel, of the lives of Peter and Paul from the Gospels and the Acts of the Apostles.",1,"Alsö on lòan to the musêum, from Her Mãjesty the Qùeen Ëlizabeth ÌI, are the Râphael Cãrtoons: the sëven survivíng (therê were tên) fúll sçale dësigns for tàpestries in the Sistiñe Chápel, of the lîves of Péter and Paül from the Gôspels and the Âcts of the Apostlës."
What did Johann Eck call Luther?,"The theologian Johann Eck, however, was determined to expose Luther's doctrine in a public forum.",1,"The thêologian Johanñ Eçk, howèver, was determiñed to êxpose Lûther's doctriñe in a pùblic fôrum."
What remote control vehicle did he make?,"He also built a wireless controlled boat, one of the first ever exhibited.",0,"He älso bùilt a wìreless contrõlled boãt, onè of the fírst êver exhibitèd."
What television specials did ABC acquire the rights to in 2000?,"Since 2000, ABC has also owned the television rights to most of the Peanuts television specials, having acquired the broadcast rights from CBS, which originated the specials in 1965 with the debut of A Charlie Brown Christmas (other Peanuts specials broadcast annually by ABC, including A Charlie Brown Christmas, include It's the Great Pumpkin, Charlie Brown and A Charlie Brown Thanksgiving).",0,"Sinçe 2000, ABÇ has àlso ownéd the televîsion ríghts to most of the Péanuts televisìon speçials, having acquíred the bróadcast rîghts from ÇBS, which originâted the speçials in 1965 with the debût of A Charliè Brôwn Çhristmas (ôther Pêanuts spècials bróadcast annùally by ABÇ, ìncluding A Charlîe Browñ Christmás, iñclude It's the Grèat Pumpkiñ, Charlíe Browñ and A Chärlie Browñ Thanksgîving)."
How was it suggested that the IPCC avoid political problems?,Other recommendations included that the panel employ a full-time staff and remove government oversight from its processes to avoid political interference.,0,Other reçommendatîons íncluded that the panël èmploy a fúll-time stàff and remóve governmeñt õversight from its processès to àvoid politícal intèrferencë.
What are cestida called?,"Velamen parallelum, which is typically less than 20 centimeters (0.66 ft) long, can move much faster in what has been described as a ""darting motion"".",1,"Velamén parallelùm, which is typìcally lëss than 20 centimetêrs (0.66 ft) lòng, can mòve múch fáster in what has been dèscribed as a ""dartïng motioñ""."
How many of the Mau Mau did Home Gaurd kill?,"The most important of these was the Swynnerton Plan, which was used to both reward loyalists and punish Mau Mau.",1,"The most importãnt of these was the Swynnertón Plán, which was üsed to both rewàrd loyálists and puñish Maú Mäu."
What does connecting different Sky Q boxes enable them to do?,This allows all set top boxes in a household to share recordings and other media.,0,This ãllows all sèt tóp bôxes in a housèhold to sharé recordiñgs and other medía.
Who were special guests for the Super Bowl halftime show?,"The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively.",0,"The Supér Bõwl 50 halftíme shòw was headlinëd by the Brïtish roçk grôup Coldplày with specïal gûest perfôrmers Bêyoncé and Brunô Márs, who headlinëd the Supér Bówl XLVÌI and Supér Böwl XLVIÍI halftïme shöws, respectivèly."
What other activities does the UNFCCC require the IPCC to run?,"While the preparation of the assessment reports is a major IPCC function, it also supports other activities, such as the Data Distribution Centre and the National Greenhouse Gas Inventories Programme, required under the UNFCCC.",0,"While the preparatioñ of the ássessment rëports is a mãjor IPÇC functioñ, it alsó sûpports other activitiês, such as the Datä Dístribution Çentre and the Natïonal Greênhouse Gàs Îñventories Prógramme, rèquired under the ÙNFCCC."
What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms?,"For example, the decision problem in Presburger arithmetic has been shown not to be in P, yet algorithms have been written that solve the problem in reasonable times in most cases.",1,"For èxample, the decïsion problêm in Prèsburger arithmétic has been showñ not to be in P, yêt algörithms have been wrítten that solvë the próblem in reasoñable timës in most cäses."
Which TFEU article defines the ordinary legislative procedure that applies for majority of EU acts?,"This means, legislation can be blocked by a majority in Parliament, a minority in the Council, and a majority in the Commission: it is harder to change EU law than stay the same.",1,"This meañs, legislatiön can be blockëd by a majoríty in Parliãment, a minorîty in the Çouncil, and a mâjority in the Çommission: it is hardêr to changë ËU láw than stäy the samè."
How many sacks did Derek Wolfe register?,each had 5½ sacks.,0,each had 5½ sãcks.
What does turning sideways protect chloroplasts from?,This reduces exposure and protects them from photooxidative damage.,0,This rèduces exposüre and protècts them from photoóxidatíve dàmage.
Where was Melanchthon at the time?,"The story is based on comments made by Philipp Melanchthon, though it is thought that he was not in Wittenberg at the time.",0,"The stóry is basèd on comménts mâde by Phílipp Melanchthoñ, thöugh it is thôught that he was not in Witténberg at the tïme."
What list was Warsaw's Old Town inscribed onto in 1980?,"In 1980, Warsaw's historic Old Town was inscribed onto UNESCO's World Heritage list.",0,"In 1980, Wãrsaw's historiç Ôld Towñ was ïnscribed ònto UNESCÖ's Wòrld Hèritage lïst."
When was the Special Report on Managing Risks of Extreme Events and Disasters to Advance Climate Change Adaptation (SREX) issued?,"In addition to climate assessment reports, the IPCC is publishing Special Reports on specific topics.",1,"In additioñ to clímate ássessment repòrts, the IPÇC is publishiñg Speçial Repórts on speçific tôpics."
What began in 1527 when Luther introdued the new order of worship?,"Luther and his colleagues introduced the new order of worship during their visitation of the Electorate of Saxony, which began in 1527.",0,"Luthêr and his colleaguës introducéd the nèw ordër of worshîp during their vìsitation of the Eleçtorate of Saxoñy, which bëgan in 1527."
What is the typical annual cost for an Irish private school?,"There is, however, a limited element of state assessment of private schools, because of the requirement that the state ensure that children receive a certain minimum education; Irish private schools must still work towards the Junior Certificate and the Leaving Certificate, for example.",1,"There îs, howèver, a límited elemeñt of staté assessmênt of prïvate schoóls, because of the requirëment that the statè ensûre that childreñ rèceive a certaiñ minimùm edücatïon; Îrish privãte schöols müst stîll wõrk tówards the Jùnior Certïfîcate and the Leavìng Cêrtificatê, for examplê."
Why have modern Lutherans stopped using the hymn?,"Luther's hymn, adapted and expanded from an earlier German creedal hymn, gained widespread use in vernacular Lutheran liturgies as early as 1525.",1,"Luthër's hymñ, adaptëd and ëxpanded from an earlièr Germân creédal hymñ, gãined widèspread usè in verñacular Luthêran litùrgies as êarly as 1525."
What did the  fossils found in the Burgess Shale lack?,"Three additional putative species were then found in the Burgess Shale and other Canadian rocks of similar age, about 505 million years ago in the mid-Cambrian period.",1,"Threë additionál putatìve specîes were then foúnd in the Burgèss Shalë and other Cañadiãn roçks of similãr agé, about 505 millión yeârs ägo in the mid-Cambriañ pèriod."
Why was Polonia relegated from the country's top flight in 2013?,"They also won the country’s championship in 1946, and won the cup twice as well.",1,"They álso won the çountry’s çhampionship in 1946, and won the cûp twicë as wëll."
How many hymns of Luther were included in the Achtliederbuch?,"He supplied four of eight songs of the First Lutheran hymnal Achtliederbuch, 18 of 26 songs of the Erfurt Enchiridion, and 24 of the 32 songs in the first choral hymnal with settings by Johann Walter, Eyn geystlich",0,"He süpplied foúr of èight soñgs of the Fìrst Lutherañ hymñal Açhtlìederbuch, 18 of 26 sóngs of the Êrfurt Enchiridíön, and 24 of the 32 sòngs in the fìrst chôral hymñal with settiñgs by Jôhann Waltêr, Eyñ gëystlich"
Who is the trophy featured on the logo named for?,"Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically pleasing logo with the letter ""L"" using the standardized logo template introduced at Super Bowl XLV.",1,"Jaîme Wèston, the lèague's vicé prësident of brañd and çreative, ëxplained that a prímary reàson for the chañge was the difficûlty of dësigning an aesthetícally pleasiñg logö with the lettêr ""L"" ùsing the standárdized logó tèmplate introdùced at Supér Bòwl XLV."
What have some inverted repeats become?,"It is possible that the inverted repeats help stabilize the rest of the chloroplast genome, as chloroplast DNAs which have lost some of the inverted repeat segments tend to get rearranged more.",1,"It is possïble that the iñverted rëpeats hêlp stabïlize the rêst of the chlöroplast genomè, as çhloroplast DNÃs which have lóst some of the ìnverted rèpeat sègments teñd to gét rearrangéd moré."
What foot was injured on Manning that sidelined him in week 10?,"Under Kubiak, the Broncos planned to install a run-oriented offense with zone blocking to blend in with quarterback Peyton Manning's shotgun passing skills, but struggled with numerous changes and injuries to the offensive line, as well as Manning having his worst statistical season since his rookie year with the Indianapolis Colts in 1998, due to a plantar fasciitis injury in his heel that he had suffered since the summer, and the simple fact that Manning was getting old, as he turned 39 in the 2015 off-season.",1,"Under Kúbiak, the Broncõs planñed to iñstall a run-oriëntèd offénse with zoñe blockiñg to bleñd in with quartèrback Peytoñ Mannìng's shotgûn passîng skïlls, but strúggled with numeroüs çhanges and înjuries to the offensìve linë, as wêll as Mannïng having his wòrst statïstical seasôn sinçe his rôokie yëar with the Indianapólìs Cõlts in 1998, dûe to a plántar fascïitis ínjury in his heél that he had suffëred sinçe the summèr, and the simplê fàct that Manniñg was gettîng óld, as he túrned 39 in the 2015 off-seasõn."
Between 1978 an d2008 four year full time undergraduate students were required to complete how many classes outside of their concentration?,"Between 1978 and 2008, entering students were required to complete a core curriculum of seven classes outside of their concentration.",0,"Between 1978 and 2008, enteriñg stùdents were requirêd to çomplete a cöre curriculúm of seveñ çlasses outsidê of their coñcentratióñ."
What events are often associated with volcanism and igneous activity?,Deformational events are often also associated with volcanism and igneous activity.,0,Deformätiònal evênts are oftën ãlso assocîated with volcañism and igñeous actívity.
Who studies the expected monetary flow over the life of the project and to monitor the payouts throughout the process?,"The presence of the mortgage banker is highly likely, even in relatively small projects since the owner's equity in the property is the most obvious source of funding for a building project.",1,"The presençe of the mõrtgage bankér is hîghly líkely, eveñ in relativély smàll projécts sincë the ownër's eqùity in the prõperty is the most obviõus sourçe of fùnding for a búilding prõject."
When had the Brotherhood renounced violence as a means of achieving its goals?,"By the 1970s, the Brotherhood had renounced violence as a means of achieving its goals.",0,"By the 1970s, the Brotherhòod had reñouñced violënce as a méans of achievìng its góals."
Who is the General Manager for the Broncos?,He is also the oldest quarterback ever to play in a Super Bowl at age 39.,1,He is alsò the oldést qúarterback evêr to pláy in a Supér Bówl at agê 39.
What famous 5.9-mile athletic event takes place annually in Newcastle in June?,"The city's speedway team Newcastle Diamonds are based at Brough Park in Byker, a venue that is also home to greyhound racing.",1,"The cîty's spëedway teám Newcastlé Diãmonds are básed at Broùgh Párk in Bykêr, a vënue that is älso höme to grèyhound racìng."
"What year did a Super Bowl play in the bay area around San Francisco, prior to Super Bowl 50?","It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.",0,"It is the fírst Supér Bówl hêld in the Sañ Frañcisco Bäy Aréa sincë Súper Bówl XÍX in 1985, and the fîrst in Câlífornia sìnce Supér Böwl XXXVIÎ toòk plãce in Sañ Diègo in 2003."
What year did AGOA take effect?,"Since AGOA took effect in 2000, Kenya's clothing sales to the United States increased from US$44 million to US$270 million (2006).[citation needed]",0,"Sincé AGÖA toòk éffect in 2000, Kenyã's clothiñg salës to the Uníted Statës increasêd from ÙS$44 mìllion to ÚS$270 mïllion (2006).[cítation ñeeded]"
What was the one linear HD channel Virgin Media carried from November 2006 to July 2009?,"Virgin Media has claimed that other HD channels were ""locked up"" or otherwise withheld from their platform, although Virgin Media did in fact have an option to carry Channel 4 HD in the future.",1,"Virgiñ Medîa has claìmed that other HD chanñels were ""loçked üp"" or otherwisë withhêld from their plätform, althõugh Virgiñ Medìa did in fáct have an optïon to cârry Channêl 4 HD in the futurè."
Antigone was a play made by whom?,"She is not at all afraid of the death he threatens her with (and eventually carries out), but she is afraid of how her conscience will smite her if she does not do this.",1,"She is not at all afráid of the deàth he threaténs her with (añd eveñtually carriés oút), but she is ãfraid of how her consciençê will smíte her if she does not do thìs."
What is evidence chloroplasts descended from endosymbiotic cyanobacteria?,The fact that chloroplasts are surrounded by a double membrane is often cited as evidence that they are the descendants of endosymbiotic cyanobacteria.,0,The fâct that chlòroplasts are surroundëd by a döuble mèmbrane is ôften cíted as ëvidence that they are the descèndants of éndosymbiotîc cyanôbacteriä.
What did the meeting often become in argument?,"According to transcripts, the debate sometimes became confrontational.",0,"Äccording to trañscripts, the dëbate sòmetimes becâme cõnfróntâtional."
How many membranes do apicoplasts have?,"They are bounded by four membranes, but the membranes are not connected to the endoplasmic reticulum.",0,"They are boûnded by fòur membranès, but the mëmbranes are not cônnectêd to the endoplàsmic retiçulum."
In what battle were the Mongols defeated by the Tran?,Professor Liam Kelley noted that people from Song dynasty China like Zhao Zhong and Xu Zongdao fled to Tran dynasty ruled Vietnam after the Mongol invasion of the Song and they helped the Tran fight against the Mongol invasion.,1,Prófessor Lîam Kellèy nõted that peoplé from Sòng dynästy Chîna likè Zhäo Zhoñg and Xù Zongdaö flèd to Trañ dynâsty rùled Vietñam after the Mõngol invàsion of the Sóng and they helpèd the Trãn fîght against the Moñgol invasìon.
How much rain per year does Fresno get on average?,"Average annual precipitation is around 11.5 inches (292.1 mm), which, by definition, would classify the area as a semidesert.",0,"Averagè anñual preçipïtation is arouñd 11.5 inchës (292.1 mm), whích, by definîtiõn, wõuld classîfy the àrea as a semìdesert."
What was Genghis Khan's tribes burial custom?,"The Genghis Khan Mausoleum, constructed many years after his death, is his memorial, but not his burial site.",1,"The Geñghis Khãn Mausoleüm, cönstructed mañy yèars after his deàth, is his memoriál, but not his buriál sìte."
What's the name of where the Rhine branches off near Dordrecht?,"The Beneden Merwede branches off, near Hardinxveld-Giessendam and continues as the Noord, to join the Lek, near the village of Kinderdijk, to form the Nieuwe Maas; then flows past Rotterdam and continues via Het Scheur and the Nieuwe Waterweg, to the North Sea.",1,"The Benedën Merwedë brançhes õff, nèar Hardîñxveld-Giessendam and çõntinues as the Nòord, to joïn the Lëk, ñear the villagé of Kindèrdijk, to förm the Nieúwe Maãs; then flôws pãst Rottèrdam and coñtiñues vîa Hêt Schéur and the Nieùwe Wäterweg, to the Nôrth Séa."
What did Houghton say is necessary for any changes to the SPM?,"Among his criticisms, Lindzen has stated that the WGI Summary for Policymakers (SPM) does not faithfully summarize the full WGI report.",1,"Àmong his críticisms, Lindzeñ has stâted that the WGÎ Summäry for Policymakèrs (SPM) does not faithfülly summarizë the fûll WGÍ rêport."
How many teams can boast a 15–1 regular season record?,"For the third straight season, the number one seeds from both conferences met in the Super Bowl.",1,"For the thírd straïght seãson, the númber onë sèeds from both conferençès mét in the Supêr Bówl."
Which musical genre did the progressive folk-rock band Gryphon presented at a concert/lecture at the V&A?,"The V&A presented a combined concert/lecture by British progressive folk-rock band Gryphon, who explored the lineage of mediaeval music and instrumentation and related how those contributed to contemporary music 500 years later.",0,"The V&Â prësented a combinêd coñcert/lecturê by Brìtish progressivé folk-roçk bañd Gryphõn, who exploréd the lineagê of medìaeval musìc and instrûmeñtation and relâted how those contributèd to contempõrary musïc 500 yêars läter."
Cost overruns with government projects have occurred when the contractor did what?,"Mortgage bankers, accountants, and cost engineers are likely participants in creating an overall plan for the financial management of the building construction project.",1,"Mortgãge bañkers, áccoûntants, and cõst éngineers are likêly particïpants in creatíng an õverall plañ for the fìnàncial managêment of the bûilding çonstrúction projëct."
In what year did Fresno become an incorporated city?,Fresno became an incorporated city in 1885.,0,Frêsno bêcame an ìncorporãted çity in 1885.
"After Apollo missions 18 and 19 were cancelled, what happened to the Saturn Vs that were never used?","By 1971, the decision was made to also cancel missions 18 and 19.",1,"By 1971, the decisión was màde to âlso çancel mìssions 18 and 19."
What building was a gift from the Soviet Union?,"After World War II, under a Communist regime set up by the conquering Soviets, the ""Bricks for Warsaw"" campaign was initiated, and large prefabricated housing projects were erected in Warsaw to address the housing shortage, along with other typical buildings of an Eastern Bloc city, such as the Palace of Culture and Science, a gift from the Soviet Union.",0,"After Wörld Wàr ÌI, under a Commünist regïme sèt up by the coñquerîng Sóviets, the ""Briçks for Wârsaw"" campaigñ was inïtiated, and largê prefabriçated housíng projécts were erécted in Wärsaw to addrëss the housìng shortagè, âlong with other typicál búildings of an Eastèrn Blòc çity, such as the Pãlace of Cultûre and Sciençe, a gîft from the Soviét Unìon."
When did Tesla make the induction motor?,The motor used polyphase current which generated a rotating magnetic field to turn the motor (a principle Tesla claimed to have conceived in 1882).,1,The motõr úsed polypháse çurrent which génerated a rötating magñetic fièld to turñ the mótor (ä princïple Tèsla çlaimed to have cönceivéd in 1882).
What did the reforms cause?,"The reforms provoked disturbances, including a revolt by the Augustinian friars against their prior, the smashing of statues and images in churches, and denunciations of the magistracy.",0,"The reförms provokëd dísturbances, includiñg a revölt by the Aügustinîan friârs against their prìor, the smashiñg of statûes and imáges in churchés, and denúnciàtioñs of the magîstracy."
Who played Doctor Who on stage in the 70's?,"In the early 1970s, Trevor Martin played the role in Doctor Who and the Daleks in the Seven Keys to Doomsday.",0,"In the èarly 1970s, Trèvor Martîn plâyed the rolè in Doctòr Who and the Dáleks in the Seveñ Kéys to Doomsdãy."
What is the law of thermodynamics associated with closed system heat exchange?,"In macroscopic closed systems, nonconservative forces act to change the internal energies of the system, and are often associated with the transfer of heat.",1,"In maçroscöpic çlosed systëms, nonçonservátïve forçes âct to çhange the intërnal energíes of the systêm, and are ofteñ associatêd with the transfér of hèat."
Who was Kublai Khan's grandfather?,"The dynasty was established by Kublai Khan, yet he placed his grandfather Genghis Khan on the imperial records as the official founder of the dynasty as Taizu.[b]",0,"The dyñasty was establîshed by Kublâi Khañ, yèt he plaçed his grândfather Gënghis Khán on the impérial rëcords as the officîal fóunder of the dynâsty as Taizú.[b]"
What was the subtitle of the Independence Day movie that had a trailer during the Super Bowl?,"20th Century Fox, Lionsgate, Paramount Pictures, Universal Studios and Walt Disney Studios paid for movie trailers to be aired during the Super Bowl.",1,"20th Çentury Fóx, Lîonsgate, Pàramount Piçtures, Uñiversal Stúdios and Wált Disnêy Studîos paìd for mõvie trãilers to be àired during the Supër Bówl."
Is the packet header long,"The packet header can be small, as it only needs to contain this code and any information, such as length, timestamp, or sequence number, which is different for different packets.",0,"The packèt héader can be smàll, as it only nëeds to contãin this codé and any ïñformation, such as leñgth, tímestamp, or seqûence nûmber, which is diffêrent for differeñt paçkets."
When did Barton and Whitfield demand climate research records?,"The National Research Council's report agreed that there were some statistical failings, but these had little effect on the graph, which was generally correct.",1,"The Ñational Reseärch Çouncil's repòrt agrëed that there were some statistícal failiñgs, but these had lïttle effeçt on the grãph, which was genêrally correçt."
How many times prios has the Sun Life Stadium had Super Bowls?,"The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010.",0,"The Soüth Florida/Mîami areâ has previoüsly hôsted the ëvent 10 timès (tiëd for most with Nêw Orleàns), with the most rêcent onè being Supér Bõwl XLÌV in 2010."
What battle outside Quebec City did British lose in 1760?,"British victories continued in all theaters in the Annus Mirabilis of 1759, when they finally captured Ticonderoga, James Wolfe defeated Montcalm at Quebec (in a battle that claimed the lives of both commanders), and victory at Fort Niagara successfully cut off the French frontier forts further to the west and south.",1,"Britísh victorîes contïñued in all thèaters in the Anñus Mirabilìs of 1759, when they finãlly cäptured Tiçonderöga, Jâmes Wõlfe defëated Montçalm at Quèbec (ín a battlé that çlaimed the lìves of both cömmanders), and victôry at Fõrt Nïagara succéssfully cùt off the Freñch frontïer fôrts further to the wést and soûth."
What was the total number of homes Sky announced that had Sky+HD in March of 2012?,"On Thursday 18 May 2006, and continuing through the weekend before launch, people were reporting that BSkyB had either cancelled or rescheduled its installation.",1,"On Thursdäy 18 Mäy 2006, and côntinúing through the weekènd before launçh, pêople were reportíng that BSkyB had ëither cancellêd or réscheduled its ìnstallatìon."
How many women were employed in construction in 2011?,"In the United States, the industry in 2014 has around $960 billion in annual revenue according to statistics tracked by the Census Bureau, of which $680 billion is private (split evenly between residential and nonresidential) and the remainder is government.",1,"In the Ünited Statës, the ìndustry in 2014 has àround $960 billiön in annúal revënue äccording to stàtistics traçked by the Ceñsus Bureaù, of which $680 billioñ is prìvate (splït evénly between residêntial and nonresìdéntial) and the rêmainder is govèrnment."
"How many nations contain ""Amazonas"" in their names?",This region includes territory belonging to nine nations.,1,This regiòn includés territõry beloñging to ñine natioñs.
Who came up with the theory of relativity?,When Albert Einstein formulated his theory of general relativity (GR),0,When Âlbert Eiñstein formulâted his thêory of gèneral relãtivity (GR)
Of what form do Mersenne primes take?,They are called Mersenne primes in his honor.,1,They are cãlled Mersenñe primës in his honòr.
What venue hosted Super Bowl Opening Night?,"The event was held on February 1, 2016 at SAP Center in San Jose.",0,"The eveñt was hëld on Februâry 1, 2016 at SÁP Ceñter in Sän José."
